station_label,sv_label,epoch_utc,range_l1_m,range_l2_m,elevation_deg
RX-1,SV-R,2026-05-14T03:37:00Z,20607756.477,20607756.770,67.694
RX-1,SV-R,2026-05-14T03:38:00Z,20600829.970,20600830.239,67.906
RX-1,SV-R,2026-05-14T03:39:00Z,20593969.091,20593969.223,68.119
RX-1,SV-R,2026-05-14T03:40:00Z,20587173.801,20587174.407,68.331
RX-1,SV-R,2026-05-14T03:41:00Z,20580444.619,20580445.002,68.543
RX-1,SV-R,2026-05-14T03:42:00Z,20573781.164,20573781.416,68.755
RX-1,SV-R,2026-05-14T03:43:00Z,20567183.492,20567183.800,68.967
RX-1,SV-R,2026-05-14T03:44:00Z,20560651.358,20560651.855,69.179
RX-1,SV-R,2026-05-14T03:45:00Z,20554185.238,20554185.468,69.392
RX-1,SV-R,2026-05-14T03:46:00Z,20547784.851,20547785.150,69.604
RX-1,SV-R,2026-05-14T03:47:00Z,20541450.150,20541450.686,69.816
RX-1,SV-R,2026-05-14T03:48:00Z,20535181.639,20535181.863,70.028
RX-1,SV-R,2026-05-14T03:49:00Z,20528978.899,20528979.043,70.240
RX-1,SV-R,2026-05-14T03:50:00Z,20522841.708,20522842.178,70.452
RX-1,SV-R,2026-05-14T03:51:00Z,20516770.585,20516770.989,70.664
RX-1,SV-R,2026-05-14T03:52:00Z,20510765.612,20510765.885,70.877
RX-1,SV-R,2026-05-14T03:53:00Z,20504826.415,20504826.780,71.089
RX-1,SV-R,2026-05-14T03:54:00Z,20498953.015,20498953.357,71.301
RX-1,SV-R,2026-05-14T03:55:00Z,20493145.853,20493145.906,71.513
RX-1,SV-R,2026-05-14T03:56:00Z,20487404.345,20487404.329,71.725
RX-1,SV-R,2026-05-14T03:57:00Z,20481728.926,20481729.234,71.937
RX-1,SV-R,2026-05-14T03:58:00Z,20476119.559,20476119.996,72.150
RX-1,SV-R,2026-05-14T03:59:00Z,20470576.002,20470576.118,72.362
RX-1,SV-R,2026-05-14T04:00:00Z,20465098.370,20465098.882,72.574
RX-1,SV-W,2026-05-14T02:00:00Z,21440939.769,21440942.328,49.545
RX-1,SV-W,2026-05-14T02:01:00Z,21429436.314,21429439.008,49.741
RX-1,SV-W,2026-05-14T02:02:00Z,21417986.689,21417989.240,49.937
RX-1,SV-W,2026-05-14T02:03:00Z,21406590.776,21406592.944,50.133
RX-1,SV-W,2026-05-14T02:04:00Z,21395248.427,21395250.884,50.329
RX-1,SV-W,2026-05-14T02:05:00Z,21383959.737,21383962.358,50.525
RX-1,SV-W,2026-05-14T02:06:00Z,21372725.043,21372727.750,50.721
RX-1,SV-W,2026-05-14T02:07:00Z,21361544.311,21361547.017,50.917
RX-1,SV-W,2026-05-14T02:08:00Z,21350417.728,21350420.118,51.113
RX-1,SV-W,2026-05-14T02:09:00Z,21339344.834,21339347.197,51.309
RX-1,SV-W,2026-05-14T02:10:00Z,21328325.861,21328328.677,51.506
RX-1,SV-W,2026-05-14T02:11:00Z,21317361.073,21317363.395,51.702
RX-1,SV-W,2026-05-14T02:12:00Z,21306450.261,21306452.736,51.898
RX-1,SV-W,2026-05-14T02:13:00Z,21295593.780,21295595.993,52.094
RX-1,SV-W,2026-05-14T02:14:00Z,21284791.173,21284793.220,52.290
RX-1,SV-W,2026-05-14T02:15:00Z,21274042.769,21274045.082,52.486
RX-1,SV-W,2026-05-14T02:16:00Z,21263348.615,21263350.984,52.682
RX-1,SV-W,2026-05-14T02:17:00Z,21252709.024,21252710.928,52.878
RX-1,SV-W,2026-05-14T02:18:00Z,21242123.313,21242125.890,53.074
RX-1,SV-W,2026-05-14T02:19:00Z,21231592.113,21231594.301,53.270
RX-1,SV-W,2026-05-14T02:20:00Z,21221115.464,21221117.514,53.466
RX-1,SV-W,2026-05-14T02:21:00Z,21210693.134,21210695.361,53.662
RX-1,SV-W,2026-05-14T02:22:00Z,21200324.927,21200326.906,53.858
RX-1,SV-W,2026-05-14T02:23:00Z,21190011.516,21190013.657,54.054
RX-1,SV-W,2026-05-14T02:24:00Z,21179752.605,21179754.836,54.250
RX-1,SV-W,2026-05-14T02:25:00Z,21169548.106,21169550.431,54.446
RX-1,SV-W,2026-05-14T02:26:00Z,21159398.253,21159400.615,54.642
RX-1,SV-W,2026-05-14T02:27:00Z,21149303.314,21149305.399,54.838
RX-1,SV-W,2026-05-14T02:28:00Z,21139262.629,21139264.823,55.034
RX-1,SV-W,2026-05-14T02:29:00Z,21129276.924,21129278.879,55.230
RX-1,SV-W,2026-05-14T02:30:00Z,21119345.624,21119347.528,55.426
RX-1,SV-W,2026-05-14T02:31:00Z,21109469.198,21109471.396,55.622
RX-1,SV-W,2026-05-14T02:32:00Z,21099647.489,21099649.619,55.818
RX-1,SV-W,2026-05-14T02:33:00Z,21089880.784,21089882.690,56.014
RX-1,SV-W,2026-05-14T02:34:00Z,21080168.864,21080170.736,56.210
RX-1,SV-W,2026-05-14T02:35:00Z,21070511.542,21070513.774,56.406
RX-1,SV-W,2026-05-14T02:36:00Z,21060909.390,21060911.410,56.602
RX-1,SV-W,2026-05-14T02:37:00Z,21051361.959,21051363.988,56.798
RX-1,SV-W,2026-05-14T02:38:00Z,21041869.652,21041871.684,56.994
RX-1,SV-W,2026-05-14T02:39:00Z,21032432.026,21032434.144,57.190
RX-1,SV-W,2026-05-14T02:40:00Z,21023049.944,21023051.797,57.386
RX-1,SV-W,2026-05-14T02:41:00Z,21013722.427,21013724.319,57.582
RX-1,SV-W,2026-05-14T02:42:00Z,21004450.132,21004452.138,57.778
RX-1,SV-W,2026-05-14T02:43:00Z,20995233.092,20995235.037,57.974
RX-1,SV-W,2026-05-14T02:44:00Z,20986070.847,20986072.952,58.170
RX-1,SV-W,2026-05-14T02:45:00Z,20976963.906,20976965.969,58.366
RX-1,SV-W,2026-05-14T02:46:00Z,20967912.336,20967914.372,58.562
RX-1,SV-W,2026-05-14T02:47:00Z,20958915.556,20958917.806,58.758
RX-1,SV-W,2026-05-14T02:48:00Z,20949974.339,20949976.354,58.954
RX-1,SV-W,2026-05-14T02:49:00Z,20941088.278,20941090.269,59.150
RX-1,SV-W,2026-05-14T02:50:00Z,20932257.512,20932259.281,59.346
RX-1,SV-W,2026-05-14T02:51:00Z,20923481.838,20923483.825,59.542
RX-1,SV-W,2026-05-14T02:52:00Z,20914761.763,20914763.645,59.738
RX-1,SV-W,2026-05-14T02:53:00Z,20906096.856,20906098.579,59.934
RX-1,SV-W,2026-05-14T02:54:00Z,20897487.384,20897489.180,60.130
RX-1,SV-W,2026-05-14T02:55:00Z,20888933.419,20888934.884,60.326
RX-1,SV-W,2026-05-14T02:56:00Z,20880434.342,20880436.511,60.522
RX-1,SV-W,2026-05-14T02:57:00Z,20871991.147,20871993.209,60.718
RX-1,SV-W,2026-05-14T02:58:00Z,20863603.652,20863605.341,60.914
RX-1,SV-W,2026-05-14T02:59:00Z,20855271.345,20855273.107,61.110
RX-1,SV-W,2026-05-14T03:00:00Z,20846994.310,20846996.307,61.306
RX-1,SV-W,2026-05-14T03:01:00Z,20838773.163,20838774.966,61.502
RX-1,SV-W,2026-05-14T03:02:00Z,20830607.152,20830609.445,61.698
RX-1,SV-W,2026-05-14T03:03:00Z,20822497.253,20822498.995,61.894
RX-1,SV-W,2026-05-14T03:04:00Z,20814442.558,20814444.452,62.090
RX-1,SV-W,2026-05-14T03:05:00Z,20806443.478,20806445.359,62.286
RX-1,SV-W,2026-05-14T03:06:00Z,20798500.167,20798502.062,62.482
RX-1,SV-W,2026-05-14T03:07:00Z,20790612.577,20790614.531,62.678
RX-1,SV-W,2026-05-14T03:08:00Z,20782780.344,20782782.310,62.874
RX-1,SV-W,2026-05-14T03:09:00Z,20775004.105,20775005.861,63.070
RX-1,SV-W,2026-05-14T03:10:00Z,20767283.397,20767285.190,63.266
RX-1,SV-W,2026-05-14T03:11:00Z,20759618.345,20759620.170,63.462
RX-1,SV-W,2026-05-14T03:12:00Z,20752009.362,20752010.920,63.658
RX-1,SV-W,2026-05-14T03:13:00Z,20744455.900,20744457.496,63.854
RX-1,SV-W,2026-05-14T03:14:00Z,20736957.990,20736959.816,64.050
RX-1,SV-W,2026-05-14T03:15:00Z,20729516.222,20729518.014,64.247
RX-1,SV-W,2026-05-14T03:16:00Z,20722130.106,20722132.069,64.443
RX-1,SV-W,2026-05-14T03:17:00Z,20714799.854,20714801.604,64.639
RX-1,SV-W,2026-05-14T03:18:00Z,20707525.542,20707527.282,64.835
RX-1,SV-W,2026-05-14T03:19:00Z,20700306.881,20700308.887,65.031
RX-1,SV-W,2026-05-14T03:20:00Z,20693144.191,20693146.032,65.227
RX-1,SV-W,2026-05-14T03:21:00Z,20686037.674,20686039.336,65.423
RX-1,SV-W,2026-05-14T03:22:00Z,20678986.906,20678988.360,65.619
RX-1,SV-W,2026-05-14T03:23:00Z,20671991.781,20671993.520,65.815
RX-1,SV-W,2026-05-14T03:24:00Z,20665052.750,20665054.440,66.011
RX-1,SV-W,2026-05-14T03:25:00Z,20658169.884,20658171.483,66.207
RX-1,SV-W,2026-05-14T03:26:00Z,20651342.748,20651344.434,66.403
RX-1,SV-W,2026-05-14T03:27:00Z,20644571.596,20644573.133,66.599
RX-1,SV-W,2026-05-14T03:28:00Z,20637856.629,20637858.378,66.795
RX-1,SV-W,2026-05-14T03:29:00Z,20631197.406,20631199.292,66.991
RX-1,SV-W,2026-05-14T03:30:00Z,20624594.650,20624596.322,67.187
RX-1,SV-W,2026-05-14T03:31:00Z,20618047.556,20618049.242,67.383
RX-1,SV-W,2026-05-14T03:32:00Z,20611556.476,20611558.164,67.579
RX-1,SV-W,2026-05-14T03:33:00Z,20605121.838,20605123.360,67.775
RX-1,SV-W,2026-05-14T03:34:00Z,20598742.969,20598744.547,67.971
RX-1,SV-W,2026-05-14T03:35:00Z,20592420.384,20592421.856,68.167
RX-1,SV-W,2026-05-14T03:36:00Z,20586153.692,20586155.429,68.363
RX-1,SV-W,2026-05-14T03:37:00Z,20579943.378,20579944.860,68.559
RX-1,SV-W,2026-05-14T03:38:00Z,20573788.952,20573790.807,68.755
RX-1,SV-W,2026-05-14T03:39:00Z,20567690.874,20567692.226,68.951
RX-1,SV-W,2026-05-14T03:40:00Z,20561648.763,20561650.152,69.147
RX-1,SV-W,2026-05-14T03:41:00Z,20555662.910,20555664.591,69.343
RX-1,SV-W,2026-05-14T03:42:00Z,20549733.097,20549734.788,69.539
RX-1,SV-W,2026-05-14T03:43:00Z,20543860.020,20543861.405,69.735
RX-1,SV-W,2026-05-14T03:44:00Z,20538042.457,20538043.911,69.931
RX-1,SV-W,2026-05-14T03:45:00Z,20532281.426,20532283.228,70.127
RX-1,SV-W,2026-05-14T03:46:00Z,20526576.720,20526578.033,70.323
RX-1,SV-W,2026-05-14T03:47:00Z,20520927.967,20520929.446,70.519
RX-1,SV-W,2026-05-14T03:48:00Z,20515335.608,20515337.371,70.715
RX-1,SV-W,2026-05-14T03:49:00Z,20509799.696,20509801.175,70.911
RX-1,SV-W,2026-05-14T03:50:00Z,20504319.638,20504321.141,71.107
RX-1,SV-W,2026-05-14T03:51:00Z,20498896.251,20498897.747,71.303
RX-1,SV-W,2026-05-14T03:52:00Z,20493529.205,20493530.648,71.499
RX-1,SV-W,2026-05-14T03:53:00Z,20488218.070,20488219.648,71.695
RX-1,SV-W,2026-05-14T03:54:00Z,20482963.502,20482964.920,71.891
RX-1,SV-W,2026-05-14T03:55:00Z,20477765.354,20477766.681,72.087
RX-1,SV-W,2026-05-14T03:56:00Z,20472623.232,20472624.749,72.283
RX-1,SV-W,2026-05-14T03:57:00Z,20467537.452,20467539.031,72.479
RX-1,SV-W,2026-05-14T03:58:00Z,20462508.325,20462509.652,72.675
RX-1,SV-W,2026-05-14T03:59:00Z,20457535.284,20457536.985,72.871
RX-1,SV-W,2026-05-14T04:00:00Z,20452618.607,20452620.306,73.067
RX-2,SV-M,2026-05-14T09:15:00Z,20673293.847,20673297.130,64.142
RX-2,SV-M,2026-05-14T09:16:00Z,20680021.987,20680024.853,63.965
RX-2,SV-M,2026-05-14T09:17:00Z,20686794.495,20686797.642,63.789
RX-2,SV-M,2026-05-14T09:18:00Z,20693612.628,20693615.739,63.612
RX-2,SV-M,2026-05-14T09:19:00Z,20700476.253,20700479.537,63.436
RX-2,SV-M,2026-05-14T09:20:00Z,20707384.929,20707388.083,63.259
RX-2,SV-M,2026-05-14T09:21:00Z,20714338.778,20714341.910,63.083
RX-2,SV-M,2026-05-14T09:22:00Z,20721337.772,20721340.990,62.906
RX-2,SV-M,2026-05-14T09:23:00Z,20728382.422,20728385.162,62.729
RX-2,SV-M,2026-05-14T09:24:00Z,20735471.678,20735474.793,62.553
RX-2,SV-M,2026-05-14T09:25:00Z,20742606.347,20742609.370,62.376
RX-2,SV-M,2026-05-14T09:26:00Z,20749785.931,20749789.220,62.200
RX-2,SV-M,2026-05-14T09:27:00Z,20757010.984,20757013.969,62.023
RX-2,SV-M,2026-05-14T09:28:00Z,20764280.798,20764283.961,61.847
RX-2,SV-M,2026-05-14T09:29:00Z,20771595.912,20771599.179,61.670
RX-2,SV-M,2026-05-14T09:30:00Z,20778955.994,20778959.185,61.494
RX-2,SV-M,2026-05-14T09:31:00Z,20786361.210,20786364.347,61.317
RX-2,SV-M,2026-05-14T09:32:00Z,20793811.357,20793814.797,61.140
RX-2,SV-M,2026-05-14T09:33:00Z,20801306.702,20801309.765,60.964
RX-2,SV-M,2026-05-14T09:34:00Z,20808846.992,20808850.148,60.787
RX-2,SV-M,2026-05-14T09:35:00Z,20816432.704,20816435.442,60.611
RX-2,SV-M,2026-05-14T09:36:00Z,20824062.806,20824065.745,60.434
RX-2,SV-M,2026-05-14T09:37:00Z,20831738.022,20831741.099,60.258
RX-2,SV-M,2026-05-14T09:38:00Z,20839458.071,20839461.470,60.081
RX-2,SV-M,2026-05-14T09:39:00Z,20847223.238,20847226.481,59.904
RX-2,SV-M,2026-05-14T09:40:00Z,20855033.470,20855036.749,59.728
RX-2,SV-M,2026-05-14T09:41:00Z,20862888.678,20862891.805,59.551
RX-2,SV-M,2026-05-14T09:42:00Z,20870788.436,20870791.455,59.375
RX-2,SV-M,2026-05-14T09:43:00Z,20878733.085,20878736.451,59.198
RX-2,SV-M,2026-05-14T09:44:00Z,20886722.733,20886725.969,59.022
RX-2,SV-M,2026-05-14T09:45:00Z,20894757.351,20894760.599,58.845
RX-2,SV-M,2026-05-14T09:46:00Z,20902836.588,20902839.645,58.668
RX-2,SV-M,2026-05-14T09:47:00Z,20910960.516,20910963.730,58.492
RX-2,SV-M,2026-05-14T09:48:00Z,20919129.465,20919132.585,58.315
RX-2,SV-M,2026-05-14T09:49:00Z,20927342.789,20927346.274,58.139
RX-2,SV-M,2026-05-14T09:50:00Z,20935601.242,20935604.441,57.962
RX-2,SV-M,2026-05-14T09:51:00Z,20943904.316,20943907.591,57.786
RX-2,SV-M,2026-05-14T09:52:00Z,20952252.299,20952255.313,57.609
RX-2,SV-M,2026-05-14T09:53:00Z,20960644.481,20960647.599,57.433
RX-2,SV-M,2026-05-14T09:54:00Z,20969081.775,20969084.941,57.256
RX-2,SV-M,2026-05-14T09:55:00Z,20977563.216,20977566.684,57.079
RX-2,SV-M,2026-05-14T09:56:00Z,20986089.547,20986092.947,56.903
RX-2,SV-M,2026-05-14T09:57:00Z,20994660.598,20994663.804,56.726
RX-2,SV-M,2026-05-14T09:58:00Z,21003276.026,21003279.492,56.550
RX-2,SV-M,2026-05-14T09:59:00Z,21011936.352,21011939.741,56.373
RX-2,SV-M,2026-05-14T10:00:00Z,21020640.900,21020643.855,56.197
RX-2,SV-M,2026-05-14T10:01:00Z,21029389.851,21029393.338,56.020
RX-2,SV-M,2026-05-14T10:02:00Z,21038183.666,21038186.605,55.843
RX-2,SV-M,2026-05-14T10:03:00Z,21047021.780,21047025.051,55.667
RX-2,SV-M,2026-05-14T10:04:00Z,21055904.650,21055907.529,55.490
RX-2,SV-M,2026-05-14T10:05:00Z,21064831.101,21064834.672,55.314
RX-2,SV-M,2026-05-14T10:06:00Z,21073802.778,21073805.909,55.137
RX-2,SV-M,2026-05-14T10:07:00Z,21082818.579,21082821.861,54.961
RX-2,SV-M,2026-05-14T10:08:00Z,21091878.610,21091881.793,54.784
RX-2,SV-M,2026-05-14T10:09:00Z,21100982.831,21100986.307,54.608
RX-2,SV-M,2026-05-14T10:10:00Z,21110131.681,21110135.001,54.431
RX-2,SV-M,2026-05-14T10:11:00Z,21119324.733,21119328.239,54.254
RX-2,SV-M,2026-05-14T10:12:00Z,21128561.915,21128565.300,54.078
RX-2,SV-M,2026-05-14T10:13:00Z,21137843.519,21137846.891,53.901
RX-2,SV-M,2026-05-14T10:14:00Z,21147169.428,21147172.600,53.725
RX-2,SV-M,2026-05-14T10:15:00Z,21156539.284,21156542.735,53.548
RX-2,SV-M,2026-05-14T10:16:00Z,21165953.369,21165956.715,53.372
RX-2,SV-M,2026-05-14T10:17:00Z,21175411.582,21175415.077,53.195
RX-2,SV-M,2026-05-14T10:18:00Z,21184913.844,21184916.992,53.018
RX-2,SV-M,2026-05-14T10:19:00Z,21194460.232,21194463.737,52.842
RX-2,SV-M,2026-05-14T10:20:00Z,21204050.897,21204054.404,52.665
RX-2,SV-M,2026-05-14T10:21:00Z,21213685.038,21213688.605,52.489
RX-2,SV-M,2026-05-14T10:22:00Z,21223364.125,21223367.234,52.312
RX-2,SV-M,2026-05-14T10:23:00Z,21233086.507,21233089.873,52.136
RX-2,SV-M,2026-05-14T10:24:00Z,21242852.665,21242856.096,51.959
RX-2,SV-M,2026-05-14T10:25:00Z,21252662.864,21252666.534,51.782
RX-2,SV-M,2026-05-14T10:26:00Z,21262517.232,21262520.816,51.606
RX-2,SV-M,2026-05-14T10:27:00Z,21272415.179,21272418.784,51.429
RX-2,SV-M,2026-05-14T10:28:00Z,21282357.410,21282360.720,51.253
RX-2,SV-M,2026-05-14T10:29:00Z,21292343.031,21292346.570,51.076
RX-2,SV-M,2026-05-14T10:30:00Z,21302372.512,21302376.199,50.900
RX-2,SV-M,2026-05-14T10:31:00Z,21312445.747,21312449.194,50.723
RX-2,SV-M,2026-05-14T10:32:00Z,21322562.737,21322566.250,50.547
RX-2,SV-M,2026-05-14T10:33:00Z,21332723.314,21332726.780,50.370
RX-2,SV-M,2026-05-14T10:34:00Z,21342927.638,21342931.201,50.193
RX-2,SV-M,2026-05-14T10:35:00Z,21353175.586,21353179.186,50.017
RX-2,SV-M,2026-05-14T10:36:00Z,21363466.928,21363470.664,49.840
RX-2,SV-M,2026-05-14T10:37:00Z,21373802.479,21373805.869,49.664
RX-2,SV-M,2026-05-14T10:38:00Z,21384180.754,21384184.246,49.487
RX-2,SV-M,2026-05-14T10:39:00Z,21394602.973,21394606.250,49.311
RX-2,SV-M,2026-05-14T10:40:00Z,21405068.384,21405072.195,49.134
RX-2,SV-M,2026-05-14T10:41:00Z,21415577.360,21415580.896,48.957
RX-2,SV-M,2026-05-14T10:42:00Z,21426129.797,21426133.510,48.781
RX-2,SV-M,2026-05-14T10:43:00Z,21436725.558,21436729.028,48.604
RX-2,SV-M,2026-05-14T10:44:00Z,21447364.586,21447368.018,48.428
RX-2,SV-M,2026-05-14T10:45:00Z,21458046.927,21458050.795,48.251
RX-2,SV-M,2026-05-14T10:46:00Z,21468772.803,21468776.150,48.075
RX-2,SV-M,2026-05-14T10:47:00Z,21479541.488,21479544.954,47.898
RX-2,SV-M,2026-05-14T10:48:00Z,21490353.700,21490357.273,47.722
RX-2,SV-M,2026-05-14T10:49:00Z,21501208.635,21501212.180,47.545
RX-2,SV-M,2026-05-14T10:50:00Z,21512107.054,21512110.512,47.368
RX-2,SV-M,2026-05-14T10:51:00Z,21523048.381,21523052.330,47.192
RX-2,SV-M,2026-05-14T10:52:00Z,21534032.782,21534036.335,47.015
RX-2,SV-M,2026-05-14T10:53:00Z,21545060.374,21545063.892,46.839
RX-2,SV-M,2026-05-14T10:54:00Z,21556130.666,21556134.495,46.662
RX-2,SV-M,2026-05-14T10:55:00Z,21567244.282,21567248.090,46.486
RX-2,SV-M,2026-05-14T10:56:00Z,21578400.285,21578404.324,46.309
RX-2,SV-M,2026-05-14T10:57:00Z,21589599.349,21589603.374,46.132
RX-2,SV-M,2026-05-14T10:58:00Z,21600841.426,21600845.341,45.956
RX-2,SV-M,2026-05-14T10:59:00Z,21612126.255,21612130.093,45.779
RX-2,SV-M,2026-05-14T11:00:00Z,21623453.601,21623457.463,45.603
RX-2,SV-M,2026-05-14T11:01:00Z,21634823.709,21634827.507,45.426
RX-2,SV-M,2026-05-14T11:02:00Z,21646236.658,21646240.285,45.250
RX-2,SV-M,2026-05-14T11:03:00Z,21657692.163,21657695.825,45.073
RX-2,SV-M,2026-05-14T11:04:00Z,21669190.053,21669193.915,44.896
RX-2,SV-M,2026-05-14T11:05:00Z,21680730.404,21680734.500,44.720
RX-2,SV-M,2026-05-14T11:06:00Z,21692313.875,21692317.431,44.543
RX-2,SV-M,2026-05-14T11:07:00Z,21703939.288,21703943.178,44.367
RX-2,SV-M,2026-05-14T11:08:00Z,21715607.209,21715610.935,44.190
RX-2,SV-M,2026-05-14T11:09:00Z,21727317.454,21727321.367,44.014
RX-2,SV-M,2026-05-14T11:10:00Z,21739070.313,21739074.088,43.837
RX-2,SV-M,2026-05-14T11:11:00Z,21750864.938,21750869.012,43.661
RX-2,SV-M,2026-05-14T11:12:00Z,21762702.215,21762706.103,43.484
RX-2,SV-M,2026-05-14T11:13:00Z,21774581.672,21774585.632,43.307
RX-2,SV-M,2026-05-14T11:14:00Z,21786503.080,21786506.897,43.131
RX-2,SV-M,2026-05-14T11:15:00Z,21798466.667,21798470.451,42.954
RX-2,SV-R,2026-05-14T09:15:00Z,21726544.100,21726544.868,44.025
RX-2,SV-R,2026-05-14T09:16:00Z,21714076.217,21714077.202,44.213
RX-2,SV-R,2026-05-14T09:17:00Z,21701656.482,21701657.503,44.401
RX-2,SV-R,2026-05-14T09:18:00Z,21689285.019,21689286.138,44.589
RX-2,SV-R,2026-05-14T09:19:00Z,21676961.563,21676962.699,44.778
RX-2,SV-R,2026-05-14T09:20:00Z,21664686.637,21664687.407,44.966
RX-2,SV-R,2026-05-14T09:21:00Z,21652459.394,21652460.556,45.154
RX-2,SV-R,2026-05-14T09:22:00Z,21640280.733,21640281.987,45.342
RX-2,SV-R,2026-05-14T09:23:00Z,21628150.421,21628151.786,45.530
RX-2,SV-R,2026-05-14T09:24:00Z,21616068.856,21616069.715,45.718
RX-2,SV-R,2026-05-14T09:25:00Z,21604035.417,21604036.499,45.906
RX-2,SV-R,2026-05-14T09:26:00Z,21592050.618,21592051.505,46.094
RX-2,SV-R,2026-05-14T09:27:00Z,21580114.599,21580115.478,46.282
RX-2,SV-R,2026-05-14T09:28:00Z,21568226.835,21568227.756,46.470
RX-2,SV-R,2026-05-14T09:29:00Z,21556387.711,21556388.867,46.658
RX-2,SV-R,2026-05-14T09:30:00Z,21544597.567,21544598.691,46.846
RX-2,SV-R,2026-05-14T09:31:00Z,21532855.950,21532857.269,47.034
RX-2,SV-R,2026-05-14T09:32:00Z,21521163.237,21521164.367,47.222
RX-2,SV-R,2026-05-14T09:33:00Z,21509519.242,21509520.128,47.410
RX-2,SV-R,2026-05-14T09:34:00Z,21497924.474,21497925.446,47.598
RX-2,SV-R,2026-05-14T09:35:00Z,21486378.123,21486379.145,47.786
RX-2,SV-R,2026-05-14T09:36:00Z,21474880.740,21474881.941,47.974
RX-2,SV-R,2026-05-14T09:37:00Z,21463433.154,21463433.965,48.162
RX-2,SV-R,2026-05-14T09:38:00Z,21452033.694,21452034.976,48.350
RX-2,SV-R,2026-05-14T09:39:00Z,21440683.797,21440684.775,48.539
RX-2,SV-R,2026-05-14T09:40:00Z,21429383.147,21429383.995,48.727
RX-2,SV-R,2026-05-14T09:41:00Z,21418131.474,21418132.533,48.915
RX-2,SV-R,2026-05-14T09:42:00Z,21406929.091,21406929.835,49.103
RX-2,SV-R,2026-05-14T09:43:00Z,21395775.930,21395776.898,49.291
RX-2,SV-R,2026-05-14T09:44:00Z,21384672.177,21384673.004,49.479
RX-2,SV-R,2026-05-14T09:45:00Z,21373617.353,21373618.181,49.667
RX-2,SV-R,2026-05-14T09:46:00Z,21362612.063,21362613.435,49.855
RX-2,SV-R,2026-05-14T09:47:00Z,21351656.252,21351657.569,50.043
RX-2,SV-R,2026-05-14T09:48:00Z,21340750.239,21340751.242,50.231
RX-2,SV-R,2026-05-14T09:49:00Z,21329893.273,21329894.334,50.419
RX-2,SV-R,2026-05-14T09:50:00Z,21319086.298,21319086.988,50.607
RX-2,SV-R,2026-05-14T09:51:00Z,21308328.263,21308329.367,50.795
RX-2,SV-R,2026-05-14T09:52:00Z,21297620.359,21297621.063,50.983
RX-2,SV-R,2026-05-14T09:53:00Z,21286961.825,21286962.562,51.171
RX-2,SV-R,2026-05-14T09:54:00Z,21276352.890,21276353.788,51.359
RX-2,SV-R,2026-05-14T09:55:00Z,21265793.791,21265794.855,51.547
RX-2,SV-R,2026-05-14T09:56:00Z,21255284.353,21255285.377,51.735
RX-2,SV-R,2026-05-14T09:57:00Z,21244824.979,21244825.871,51.923
RX-2,SV-R,2026-05-14T09:58:00Z,21234415.308,21234416.227,52.112
RX-2,SV-R,2026-05-14T09:59:00Z,21224055.420,21224056.065,52.300
RX-2,SV-R,2026-05-14T10:00:00Z,21213745.346,21213745.911,52.488
RX-2,SV-R,2026-05-14T10:01:00Z,21203484.943,21203485.955,52.676
RX-2,SV-R,2026-05-14T10:02:00Z,21193274.925,21193275.647,52.864
RX-2,SV-R,2026-05-14T10:03:00Z,21183114.828,21183115.629,53.052
RX-2,SV-R,2026-05-14T10:04:00Z,21173004.492,21173005.423,53.240
RX-2,SV-R,2026-05-14T10:05:00Z,21162944.368,21162945.350,53.428
RX-2,SV-R,2026-05-14T10:06:00Z,21152934.500,21152935.190,53.616
RX-2,SV-R,2026-05-14T10:07:00Z,21142974.224,21142974.954,53.804
RX-2,SV-R,2026-05-14T10:08:00Z,21133064.526,21133065.073,53.992
RX-2,SV-R,2026-05-14T10:09:00Z,21123204.856,21123205.416,54.180
RX-2,SV-R,2026-05-14T10:10:00Z,21113395.349,21113396.227,54.368
RX-2,SV-R,2026-05-14T10:11:00Z,21103636.094,21103637.049,54.556
RX-2,SV-R,2026-05-14T10:12:00Z,21093927.189,21093927.856,54.744
RX-2,SV-R,2026-05-14T10:13:00Z,21084268.385,21084269.141,54.932
RX-2,SV-R,2026-05-14T10:14:00Z,21074660.221,21074660.793,55.120
RX-2,SV-R,2026-05-14T10:15:00Z,21065101.744,21065103.054,55.308
RX-2,SV-R,2026-05-14T10:16:00Z,21055594.182,21055595.063,55.496
RX-2,SV-R,2026-05-14T10:17:00Z,21046136.962,21046137.912,55.685
RX-2,SV-R,2026-05-14T10:18:00Z,21036730.200,21036730.863,55.873
RX-2,SV-R,2026-05-14T10:19:00Z,21027373.786,21027374.358,56.061
RX-2,SV-R,2026-05-14T10:20:00Z,21018067.799,21018068.637,56.249
RX-2,SV-R,2026-05-14T10:21:00Z,21008812.436,21008813.207,56.437
RX-2,SV-R,2026-05-14T10:22:00Z,20999607.239,20999608.116,56.625
RX-2,SV-R,2026-05-14T10:23:00Z,20990453.008,20990453.759,56.813
RX-2,SV-R,2026-05-14T10:24:00Z,20981349.514,20981349.996,57.001
RX-2,SV-R,2026-05-14T10:25:00Z,20972296.214,20972296.710,57.189
RX-2,SV-R,2026-05-14T10:26:00Z,20963293.600,20963294.293,57.377
RX-2,SV-R,2026-05-14T10:27:00Z,20954341.667,20954342.309,57.565
RX-2,SV-R,2026-05-14T10:28:00Z,20945440.655,20945441.278,57.753
